filename,total_detected,num_items_detected,num_text_blocks,avg_confidence,min_confidence,has_tax,has_discount,has_cash,has_change
receipt_00000.png,60000.0,0,8,0.8136746110394597,0.11290576308965683,True,False,False,False
receipt_00001.png,17565.0,1,3,0.8542855779329935,0.7884075194597244,False,False,False,False
receipt_00002.png,,1,5,0.6281836539506912,0.349584236741066,False,False,False,False
receipt_00003.png,11000.0,1,4,0.7477280618622899,0.5618032440543175,False,False,False,False
receipt_00004.png,,0,5,0.5212317346595228,0.369588918518275,False,False,False,False
receipt_00005.png,2818.0,0,4,0.9923439249396324,0.9735054969787598,False,True,False,False
receipt_00006.png,,0,5,0.948257127031684,0.8115608096122742,False,False,False,False
receipt_00007.png,,0,4,0.7773800995200872,0.6690974235534668,False,False,False,False
receipt_00008.png,,0,3,0.8240414330114921,0.5756257567554712,False,False,False,False
receipt_00009.png,14000.0,1,2,0.987565872259438,0.9789364580065012,False,False,False,False
receipt_00010.png,3000.0,0,4,0.9891771581023932,0.9822143912315369,False,False,False,False
receipt_00011.png,,0,1,0.9812615662813187,0.9812615662813187,False,False,False,False
receipt_00012.png,,0,7,0.8411165443914277,0.7565366625785828,False,True,False,False
receipt_00013.png,,1,8,0.5733364848420024,0.22245506942272186,False,False,False,False
receipt_00014.png,18565.0,0,4,0.7692596695947032,0.2531544268131256,False,False,False,False
receipt_00015.png,63000.0,0,6,0.887153015161554,0.4488201439380646,False,False,False,False
receipt_00016.png,,0,3,0.9182293789441852,0.7633460188226309,False,False,False,False
receipt_00017.png,,1,4,0.7639121884749329,0.5792954915814335,False,False,False,False
receipt_00018.png,,0,3,0.976108598212401,0.970237486064434,False,False,True,False
receipt_00019.png,,0,1,0.5057772994041443,0.5057772994041443,False,False,False,False
receipt_00020.png,4351.0,0,3,0.5336634592774013,0.37163880467414856,False,False,False,False
receipt_00021.png,3000.0,0,3,0.963930274049441,0.944743275642395,False,False,False,False
receipt_00022.png,40000.0,0,3,0.9744871978958448,0.9621729850769043,False,False,False,False
receipt_00023.png,63000.0,0,3,0.9941397234797478,0.9872420728206635,False,False,False,False
receipt_00024.png,,0,7,0.8170774914324284,0.6368569731712341,False,False,False,False
receipt_00025.png,,0,3,0.9874209289749464,0.9787840321660042,False,False,True,False
receipt_00026.png,,0,1,0.868571549654007,0.868571549654007,False,False,False,False
receipt_00027.png,5600.0,0,4,0.9509169608354568,0.924902681261301,True,False,False,False
receipt_00028.png,,0,3,0.9767362624406815,0.9501188397407532,False,False,False,False
receipt_00029.png,,0,6,0.8853908150146405,0.8118229508399963,False,False,False,False
receipt_00030.png,2864.0,0,2,0.7479333076626062,0.5513879843056202,False,False,False,False
receipt_00031.png,18126.0,0,5,0.969182987511158,0.9324478507041931,True,True,False,False
receipt_00032.png,26000.0,0,2,0.998935392126441,0.998660683631897,False,False,False,False
receipt_00033.png,,0,4,0.9145529866218567,0.8089675232768059,True,True,False,False
receipt_00034.png,6500.0,0,3,0.8164449393128356,0.5492681115865707,False,False,False,False
receipt_00035.png,12000.0,0,3,0.9200470435122649,0.838630199432373,False,False,False,False
receipt_00036.png,,0,5,0.9284832090139389,0.8102661967277527,False,False,True,False
receipt_00037.png,20000.0,0,4,0.9930436741560698,0.9756997227668762,False,False,False,False
receipt_00038.png,,0,5,0.8856838294464978,0.6098967944271863,False,False,False,False
receipt_00040.png,,0,3,0.49383073051770526,0.37116068601608276,False,False,False,False
receipt_00041.png,47619.0,0,3,0.9776026018710885,0.9542278323497158,False,False,False,False
receipt_00042.png,,0,7,0.5408786801355225,0.34143049269914627,False,False,False,False
receipt_00043.png,165000.0,0,4,0.929639789275825,0.8373671025037766,False,False,False,False
receipt_00044.png,30000.0,0,5,0.9134267687797546,0.6010534763336182,False,False,False,False
receipt_00045.png,25000.0,0,5,0.848467506468296,0.3182121813297272,False,False,False,False
receipt_00046.png,40000.0,0,4,0.9775691851973534,0.9361133873462677,False,True,False,False
receipt_00047.png,,0,4,0.9731896200100891,0.9050874151289463,False,True,False,False
receipt_00048.png,2272.0,0,3,0.9733718174199263,0.9602714516222477,True,False,False,False
receipt_00049.png,,0,2,0.7965889107435942,0.7914501167833805,False,False,False,False
receipt_00050.png,,0,4,0.6680333190597594,0.6138655543327332,False,False,False,False
receipt_00051.png,,0,5,0.9435283408936812,0.9073091149330139,False,False,False,False
receipt_00052.png,20000.0,0,3,0.9812767095863819,0.9642414599657059,False,False,False,False
receipt_00053.png,,0,4,0.6480468410009053,0.43752796947956085,False,False,False,False
receipt_00054.png,10000.0,0,3,0.8230533823370934,0.4716810882091522,False,False,False,False
receipt_00055.png,32000.0,0,3,0.9733656446139017,0.9266948699951172,False,False,False,False
receipt_00056.png,,0,6,0.8524392899125814,0.664224699139595,False,False,False,False
receipt_00057.png,20000.0,0,4,0.8488995805382729,0.6456065773963928,False,False,False,False
receipt_00058.png,,0,1,0.9038471877574921,0.9038471877574921,False,False,False,False
receipt_00059.png,,0,6,0.7726915298650662,0.649614691734314,False,False,False,False
receipt_00060.png,,1,5,0.9358759155962616,0.8289923667907715,False,False,False,False
receipt_00061.png,,2,4,0.8872002012545437,0.7759252469913918,False,True,False,False
receipt_00062.png,50000.0,0,5,0.9848668642342091,0.9291390776634216,False,False,False,False
receipt_00063.png,3000.0,0,5,0.7941134600434452,0.11104512214660645,False,False,False,False
receipt_00064.png,16001.0,0,3,0.880185586710771,0.7870750725269318,False,False,False,False
receipt_00065.png,13000.0,0,3,0.9780686497688293,0.9487133324146271,False,False,False,False
receipt_00066.png,,0,4,0.6395247578620911,0.36373838037252426,False,False,False,False
receipt_00067.png,,0,4,0.7999188154935837,0.724951297044754,False,False,False,False
receipt_00068.png,,0,4,0.7363003809005022,0.45209401845932007,False,False,False,False
receipt_00069.png,18000.0,0,4,0.9695346234366298,0.9332480579614639,False,False,True,False
receipt_00070.png,80580.0,0,4,0.9728409738882107,0.9353693127632141,True,False,False,False
receipt_00071.png,22000.0,2,2,0.9820807818323374,0.9792633689939976,False,False,False,False
receipt_00072.png,,0,8,0.7804999579675496,0.4260232746601105,False,False,False,False
receipt_00073.png,3000.0,0,6,0.9483125116676092,0.8641262054443359,False,False,False,False
receipt_00074.png,30024.0,0,8,0.9486615373753011,0.8826518803834915,False,False,False,False
receipt_00075.png,42727.0,0,4,0.9010021367575973,0.8214874789118767,False,False,False,False
receipt_00076.png,6000.0,0,4,0.904661656357348,0.680764377117157,False,False,False,False
receipt_00077.png,,0,5,0.8119070962071419,0.21509333699941635,False,False,False,False
receipt_00078.png,30000.0,0,5,0.9874783307313919,0.9597305655479431,False,False,False,False
receipt_00079.png,,0,10,0.8027385044842958,0.2912888824939728,False,False,False,False
receipt_00080.png,25000.0,0,2,0.9305274267680943,0.8906910056248307,False,False,False,False
receipt_00081.png,,0,4,0.9737167507410049,0.956985354423523,False,False,False,False
receipt_00082.png,115000.0,0,7,0.9902604773108449,0.9667901545763016,False,False,False,False
receipt_00083.png,2091.0,1,2,0.686975622549653,0.5989915356040001,False,False,False,False
receipt_00084.png,1401.0,0,3,0.9017180401521424,0.8366159959696233,False,False,False,False
receipt_00085.png,,0,3,0.9650903301699145,0.958824743545847,False,False,False,False
receipt_00086.png,,0,5,0.9464623909443617,0.8755890466272831,False,False,False,True
receipt_00087.png,,0,4,0.42642621346749365,0.22082685679197311,False,False,False,False
receipt_00088.png,47000.0,0,4,0.9547413289546967,0.9335193336009979,False,False,False,False
receipt_00089.png,,0,4,0.8331173732876778,0.5729293972253799,False,False,False,True
receipt_00090.png,2681.0,0,4,0.986317896284163,0.9590701386332512,True,False,False,False
receipt_00091.png,,0,5,0.88550511226058,0.7767707109451294,False,False,False,False
receipt_00092.png,901016.0,0,6,0.9437141989668211,0.9069629311561584,False,False,False,False
receipt_00093.png,1636.0,0,5,0.6542514212429523,0.17028450965881348,False,False,False,False
receipt_00094.png,,0,6,0.8244320602195027,0.5176430335268378,True,False,False,False
receipt_00095.png,,0,3,0.5455347492049137,0.39776721596717834,True,False,False,False
receipt_00096.png,,0,3,0.9437408273418745,0.9138642847537994,False,False,True,True
receipt_00097.png,9000.0,0,5,0.9598306372761727,0.8287676572799683,False,False,False,False
receipt_00098.png,2790.0,0,6,0.780974612236605,0.1961292028427124,True,False,False,False
receipt_00099.png,,1,2,0.6322656059656993,0.402077909462605,True,False,True,False
receipt_00000.png,,0,7,0.6623902936600956,0.12867827713489532,False,True,False,False
receipt_00001.png,52815.0,0,4,0.9298608943936415,0.8538896227255464,False,False,False,False
receipt_00002.png,,0,4,0.8127769824932329,0.5617971415631473,False,True,False,False
receipt_00003.png,302016.0,0,2,0.8003075895830989,0.6554387304931879,False,False,False,False
receipt_00004.png,,0,5,0.8648647114634513,0.573125347495079,True,False,False,False
receipt_00005.png,,0,4,0.7990851949725766,0.7257982492446899,False,False,False,False
receipt_00006.png,,0,2,0.46705996873788536,0.4244153527542949,True,False,False,False
receipt_00007.png,3300.0,1,3,0.9968965034931898,0.9956403970718384,True,False,False,False
receipt_00008.png,36000.0,0,3,0.993047951720655,0.9875498041510582,False,False,False,False
receipt_00009.png,60000.0,0,4,0.8264781138859689,0.36974066495895386,False,False,False,False
receipt_00010.png,,0,2,0.7919243439100683,0.7381504392251372,False,False,False,False
receipt_00011.png,,0,5,0.34854780361056326,0.2787867784500122,False,False,False,False
receipt_00012.png,8728.0,0,3,0.8726390618830919,0.6968857198953629,False,False,False,False
receipt_00013.png,76500.0,0,4,0.9773328970186412,0.9416024088859558,True,False,False,False
receipt_00014.png,50000.0,1,6,0.9694157725510498,0.9105917513370514,False,False,False,False
receipt_00015.png,15660.0,0,5,0.9903930392116308,0.9715261589735746,True,False,False,False
receipt_00016.png,901016.0,0,6,0.954359712700049,0.9214770197868347,False,False,False,False
receipt_00017.png,7500.0,0,4,0.8437177585437894,0.6194429993629456,False,False,False,False
receipt_00019.png,,0,3,0.611799215756817,0.3621124401688576,True,False,False,False
